0.0	0.1	
0.0866025403784	-0.05	
-0.0866025403784	-0.05	

0.0	0.0	0.1	0	4.76394020526	8.33138648342	-3.09016994375	
0.001	0.0	0.1	0	4.7725920907	8.32637201833	-3.09017283528	
0.002	0.0	0.1	0	4.78123775504	8.32134683406	-3.09018150986	
0.003	0.0	0.1	0	4.78987718701	8.31631093715	-3.09019596748	
0.004	0.0	0.1	0	4.79851037534	8.31126433412	-3.09021620812	
0.005	0.0	0.1	0	4.80713730874	8.30620703152	-3.09024223173	
0.006	0.0	0.1	0	4.81575797594	8.30113903587	-3.09027403825	
0.007	0.0	0.1	0	4.82437236566	8.29606035371	-3.09031162763	
0.008	0.0	0.1	0	4.83298046662	8.29097099156	-3.09035499979	
0.009	0.0	0.1	0	4.84158226756	8.28587095595	-3.09040415463	
0.01	0.0	0.1	0	4.85017775718	8.28076025343	-3.09045909205	
0.011	0.0	0.1	0	4.85876692422	8.27563889052	-3.09051981193	
0.012	0.0	0.1	0	4.86734975739	8.27050687375	-3.09058631414	
0.013	0.0	0.1	0	4.87592624542	8.26536420966	-3.09065859855	
0.014	0.0	0.1	0	4.88449637703	8.26021090478	-3.09073666499	
0.015	0.0	0.1	0	4.89306014093	8.25504696564	-3.09082051329	
0.016	0.0	0.1	0	4.90161752585	8.24987239878	-3.09091014329	
0.017	0.0	0.1	0	4.91016852051	8.24468721072	-3.09100555478	
0.018	0.0	0.1	0	4.91871311363	8.23949140801	-3.09110674755	
0.019	0.0	0.1	0	4.92725129392	8.23428499717	-3.09121372139	
0.02	0.0	0.1	0	4.93578305011	8.22906798475	-3.09132647607	
0.021	0.0	0.1	0	4.94430837091	8.22384037727	-3.09144501133	
0.022	0.0	0.1	0	4.95282724504	8.21860218126	-3.09156932693	
0.023	0.0	0.1	0	4.96133966121	8.21335340328	-3.09169942259	
0.024	0.0	0.1	0	4.96984560815	8.20809404984	-3.09183529803	
0.025	0.0	0.1	0	4.97834507456	8.20282412749	-3.09197695295	
0.026	0.0	0.1	0	4.98683804917	8.19754364276	-3.09212438705	
0.027	0.0	0.1	0	4.99532452069	8.19225260219	-3.0922776	
0.028	0.0	0.1	0	5.00380447782	8.18695101231	-3.09243659146	
0.029	0.0	0.1	0	5.01227790928	8.18163887967	-3.0926013611	
0.03	0.0	0.1	0	5.02074480379	8.17631621081	-3.09277190854	
